Timestamp;Power
1725532905;2.857
1725532906;2.679
1725532907;2.694
1725532908;2.680
1725532909;2.660
1725532910;2.663
1725532911;2.679
1725532912;3.230
1725532913;3.571
1725532914;3.529
1725532915;4.943
1725532916;4.772
1725532917;4.913
1725532918;5.029
1725532919;4.952
1725532920;4.828
1725532921;4.857
1725532922;4.925
1725532923;4.928
1725532924;4.031
1725532925;3.160
1725532926;2.958
1725532927;2.893
1725532928;2.679
1725532929;2.683
1725532930;2.685
1725532931;2.667
1725532932;2.888
1725532933;2.966
1725532934;3.161
1725532935;3.921
1725532936;3.785
1725532937;5.253
1725532938;4.941
1725532939;4.989
1725532940;5.021
1725532941;5.003
1725532942;4.985
1725532943;5.002
1725532944;5.019
1725532945;4.984
1725532946;4.129
1725532947;2.986
1725532948;3.042
1725532949;3.193
1725532950;2.895
1725532951;2.674
1725532952;2.683
1725532953;2.674
1725532954;2.679
1725532955;2.693
1725532956;2.796
1725532957;3.647
1725532958;3.654
1725532959;5.076
1725532960;5.202
1725532961;5.271
1725532962;5.469
1725532963;5.468
1725532964;5.214
1725532965;5.232
1725532966;5.251
1725532967;5.232
1725532968;4.465
1725532969;2.998
1725532970;2.970
1725532971;3.069
1725532972;2.982
1725532973;2.915
1725532974;2.916
1725532975;2.741
1725532976;2.674
1725532977;2.693
1725532978;2.741
1725532979;3.844
1725532980;3.903
1725532981;4.986
1725532982;5.367
1725532983;5.422
1725532984;5.461
1725532985;5.648
1725532986;5.594
1725532987;5.391
1725532988;5.431
1725532989;5.412
1725532990;4.768
1725532991;3.084
1725532992;3.199
1725532993;3.261
1725532994;3.007
1725532995;3.005
1725532996;3.192
1725532997;3.146
1725532998;2.958
1725532999;2.968
1725533000;2.950
1725533001;3.592
1725533002;3.806
1725533003;4.923
1725533004;5.585
1725533005;5.620
1725533006;5.609
1725533007;5.631
1725533008;5.652
1725533009;5.865
1725533010;5.952
1725533011;5.650
1725533012;5.157
1725533013;3.192
1725533014;2.990
1725533015;2.987
1725533016;2.776
1725533017;2.710
1725533018;2.705
1725533019;2.710
1725533020;2.697
1725533021;2.696
1725533022;2.824
1725533023;3.667
1725533024;3.811
1725533025;4.715
1725533026;5.795
1725533027;5.760
1725533028;5.781
1725533029;5.753
1725533030;5.771
1725533031;5.784
1725533032;5.785
1725533033;5.814
1725533034;5.857
1725533035;3.616
1725533036;3.349
1725533037;3.059
1725533038;2.961
1725533039;3.008
1725533040;2.974
1725533041;2.983
1725533042;2.988
1725533043;2.991
1725533044;2.724
1725533045;3.236
1725533046;3.612
1725533047;4.466
1725533048;6.073
1725533049;5.946
1725533050;5.955
1725533051;5.931
1725533052;6.230
1725533053;6.239
1725533054;6.249
1725533055;6.270
1725533056;6.237
1725533057;4.074
1725533058;3.014
1725533059;3.007
1725533060;2.906
1725533061;2.768
1725533062;2.727
1725533063;2.719
1725533064;2.701
1725533065;2.714
1725533066;2.706
1725533067;3.129
1725533068;3.605
1725533069;4.244
1725533070;6.348
1725533071;6.161
1725533072;6.197
1725533073;6.268
1725533074;6.214
1725533075;6.245
1725533076;6.210
1725533077;6.256
1725533078;6.261
1725533079;4.361
1725533080;3.038
1725533081;3.036
1725533082;2.958
1725533083;2.745
1725533084;2.731
1725533085;2.737
1725533086;2.716
1725533087;2.827
1725533088;2.732
1725533089;2.962
1725533090;3.795
1725533091;4.035
1725533092;6.366
1725533093;6.376
1725533094;6.367
1725533095;6.428
1725533096;6.438
1725533097;6.389
1725533098;6.436
1725533099;6.530
1725533100;6.619
1725533101;5.254
1725533102;3.268
1725533103;3.039
1725533104;3.105
1725533105;3.073
1725533106;3.066
1725533107;3.072
1725533108;3.041
1725533109;3.107
1725533110;2.857
1725533111;2.791
1725533112;3.884
1725533113;4.054
1725533114;6.285
1725533115;6.745
1725533116;6.719
1725533117;6.692
1725533118;6.535
1725533119;6.545
1725533120;6.558
1725533121;6.632
1725533122;6.550
1725533123;5.680
1725533124;3.126
1725533125;3.033
1725533126;3.027
1725533127;2.820
1725533128;2.764
1725533129;3.071
1725533130;3.243
1725533131;3.024
1725533132;2.997
1725533133;2.975
1725533134;3.046
1725533135;2.859
